[GIN] 2025/11/29 - 15:31:29 | 200 |     548.855µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:29 | 200 |    2.967308ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:29 | 200 |    1.604766ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:30 | 200 |     522.716µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:36 | 204 |       6.282µs |             ::1 | OPTIONS  "/api/login"
[GIN] 2025/11/29 - 15:31:36 | 200 |   80.366244ms |             ::1 | POST     "/api/login"
[GIN] 2025/11/29 - 15:31:36 | 204 |       4.498µs |             ::1 | OPTIONS  "/api/slider"
[GIN] 2025/11/29 - 15:31:36 | 204 |       3.687µs |             ::1 | OPTIONS  "/api/notes"
[GIN] 2025/11/29 - 15:31:36 | 204 |       3.657µs |             ::1 | OPTIONS  "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:36 | 204 |       3.546µs |             ::1 | OPTIONS  "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:36 | 204 |      30.156µs |             ::1 | OPTIONS  "/api/slider"
[GIN] 2025/11/29 - 15:31:36 | 204 |       3.326µs |             ::1 | OPTIONS  "/api/slider"
[GIN] 2025/11/29 - 15:31:36 | 204 |       3.427µs |             ::1 | OPTIONS  "/api/notes"
[GIN] 2025/11/29 - 15:31:36 | 204 |       3.406µs |             ::1 | OPTIONS  "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:36 | 204 |      11.862µs |             ::1 | OPTIONS  "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:36 | 204 |       3.506µs |             ::1 | OPTIONS  "/api/slider"
[GIN] 2025/11/29 - 15:31:36 | 200 |     590.593µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:36 | 200 |   24.316541ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:31:36 | 200 |   29.694092ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:36 | 200 |   38.231391ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:36 | 200 |     308.926µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:37 | 200 |   12.762815ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:31:37 | 200 |    6.604528ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:37 | 200 |   19.178197ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:37 | 200 |    1.381709ms |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:37 | 200 |     522.515µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:41 | 204 |       6.552µs |             ::1 | OPTIONS  "/api/admin/stats"
[GIN] 2025/11/29 - 15:31:41 | 204 |       3.687µs |             ::1 | OPTIONS  "/api/admin/stats"
[GIN] 2025/11/29 - 15:31:41 | 200 |   34.102725ms |             ::1 | GET      "/api/admin/stats"
[GIN] 2025/11/29 - 15:31:41 | 204 |       4.589µs |             ::1 | OPTIONS  "/api/admin/sellers"
[GIN] 2025/11/29 - 15:31:41 | 200 |    6.983245ms |             ::1 | GET      "/api/admin/stats"
[GIN] 2025/11/29 - 15:31:41 | 200 |    1.664186ms |             ::1 | GET      "/api/admin/sellers"
[GIN] 2025/11/29 - 15:31:41 | 200 |    1.582333ms |             ::1 | GET      "/api/admin/sellers"
[GIN] 2025/11/29 - 15:31:41 | 204 |       3.697µs |             ::1 | OPTIONS  "/api/admin/users"
[GIN] 2025/11/29 - 15:31:41 | 204 |       3.808µs |             ::1 | OPTIONS  "/api/admin/users"
